"indicateurs","zones","regions","Unit","Date","Value"
"Population résidente par zone","Urban","Tambacounda","","2016","186878"
"Population résidente par zone","Urban","Tambacounda","","2017","195945"
"Population résidente par zone","Urban","Tambacounda","","2018","205456"
"Population résidente par zone","Urban","Thiès","","1970","153353"
"Population résidente par zone","Urban","Thiès","","1971","160253"
"Population résidente par zone","Urban","Thiès","","1972","167465"
"Population résidente par zone","Urban","Thiès","","1973","175001"
"Population résidente par zone","Urban","Thiès","","1974","182876"
"Population résidente par zone","Urban","Thiès","","1975","191105"
"Population résidente par zone","Urban","Thiès","","1976","195826"
"Population résidente par zone","Urban","Thiès","","1977","205770"
"Population résidente par zone","Urban","Thiès","","1978","214139"
"Population résidente par zone","Urban","Thiès","","1979","222849"
"Population résidente par zone","Urban","Thiès","","1980","231913"
"Population résidente par zone","Urban","Thiès","","1981","241346"
"Population résidente par zone","Urban","Thiès","","1982","251163"
"Population résidente par zone","Urban","Thiès","","1983","261379"
"Population résidente par zone","Urban","Thiès","","1984","272010"
"Population résidente par zone","Urban","Thiès","","1985","283074"
"Population résidente par zone","Urban","Thiès","","1986","294588"
"Population résidente par zone","Urban","Thiès","","1987","306570"
"Population résidente par zone","Urban","Thiès","","1988","319039"
"Population résidente par zone","Urban","Thiès","","1989","335803"
"Population résidente par zone","Urban","Thiès","","1990","349477"
"Population résidente par zone","Urban","Thiès","","1991","363707"
"Population résidente par zone","Urban","Thiès","","1992","378517"
"Population résidente par zone","Urban","Thiès","","1993","393930"
"Population résidente par zone","Urban","Thiès","","1994","409970"
"Population résidente par zone","Urban","Thiès","","1995","426664"
"Population résidente par zone","Urban","Thiès","","1996","444037"
"Population résidente par zone","Urban","Thiès","","1997","462118"
"Population résidente par zone","Urban","Thiès","","1998","480935"
"Population résidente par zone","Urban","Thiès","","1999","500518"
"Population résidente par zone","Urban","Thiès","","2000","520899"
"Population résidente par zone","Urban","Thiès","","2001","542109"
"Population résidente par zone","Urban","Thiès","","2002","564183"
"Population résidente par zone","Urban","Thiès","","2003","591471"
"Population résidente par zone","Urban","Thiès","","2004","614890"
"Population résidente par zone","Urban","Thiès","","2005","639236"
"Population résidente par zone","Urban","Thiès","","2006","664546"
"Population résidente par zone","Urban","Thiès","","2007","690858"
"Population résidente par zone","Urban","Thiès","","2008","718212"
"Population résidente par zone","Urban","Thiès","","2009","746649"
"Population résidente par zone","Urban","Thiès","","2010","776212"
"Population résidente par zone","Urban","Thiès","","2011","806946"
"Population résidente par zone","Urban","Thiès","","2012","838897"
"Population résidente par zone","Urban","Thiès","","2013","872112"
"Population résidente par zone","Urban","Thiès","","2014","909991"
"Population résidente par zone","Urban","Thiès","","2015","946550"
"Population résidente par zone","Urban","Thiès","","2016","982424"
"Population résidente par zone","Urban","Thiès","","2017","1021459"
"Population résidente par zone","Urban","Thiès","","2018","1059728"
"Population résidente par zone","Urban","Ziguinchor","","1970","67844"
"Population résidente par zone","Urban","Ziguinchor","","1971","70897"
"Population résidente par zone","Urban","Ziguinchor","","1972","74088"
"Population résidente par zone","Urban","Ziguinchor","","1973","77422"
"Population résidente par zone","Urban","Ziguinchor","","1974","80906"
"Population résidente par zone","Urban","Ziguinchor","","1975","84546"
"Population résidente par zone","Urban","Ziguinchor","","1976","86635"
"Population résidente par zone","Urban","Ziguinchor","","1977","91710"
"Population résidente par zone","Urban","Ziguinchor","","1978","95907"
"Population résidente par zone","Urban","Ziguinchor","","1979","100296"
"Population résidente par zone","Urban","Ziguinchor","","1980","104886"
"Population résidente par zone","Urban","Ziguinchor","","1981","109686"
"Population résidente par zone","Urban","Ziguinchor","","1982","114705"
"Population résidente par zone","Urban","Ziguinchor","","1983","119954"
"Population résidente par zone","Urban","Ziguinchor","","1984","125443"
"Population résidente par zone","Urban","Ziguinchor","","1985","131183"
"Population résidente par zone","Urban","Ziguinchor","","1986","137186"
"Population résidente par zone","Urban","Ziguinchor","","1987","143464"
"Population résidente par zone","Urban","Ziguinchor","","1988","150029"
"Population résidente par zone","Urban","Ziguinchor","","1989","153007"
"Population résidente par zone","Urban","Ziguinchor","","1990","155707"
"Population résidente par zone","Urban","Ziguinchor","","1991","158455"
"Population résidente par zone","Urban","Ziguinchor","","1992","161251"
"Population résidente par zone","Urban","Ziguinchor","","1993","164097"
"Population résidente par zone","Urban","Ziguinchor","","1994","166993"
"Population résidente par zone","Urban","Ziguinchor","","1995","169940"
"Population résidente par zone","Urban","Ziguinchor","","1996","172939"
"Population résidente par zone","Urban","Ziguinchor","","1997","175991"
"Population résidente par zone","Urban","Ziguinchor","","1998","179097"
"Population résidente par zone","Urban","Ziguinchor","","1999","182258"
"Population résidente par zone","Urban","Ziguinchor","","2000","185474"
"Population résidente par zone","Urban","Ziguinchor","","2001","188747"
"Population résidente par zone","Urban","Ziguinchor","","2002","192078"
"Population résidente par zone","Urban","Ziguinchor","","2003","197493"
"Population résidente par zone","Urban","Ziguinchor","","2004","202386"
"Population résidente par zone","Urban","Ziguinchor","","2005","207400"
"Population résidente par zone","Urban","Ziguinchor","","2006","212539"
"Population résidente par zone","Urban","Ziguinchor","","2007","217805"
"Population résidente par zone","Urban","Ziguinchor","","2008","223201"
"Population résidente par zone","Urban","Ziguinchor","","2009","228731"
"Population résidente par zone","Urban","Ziguinchor","","2010","234398"
"Population résidente par zone","Urban","Ziguinchor","","2011","240206"
"Population résidente par zone","Urban","Ziguinchor","","2012","246157"
"Population résidente par zone","Urban","Ziguinchor","","2013","252256"
"Population résidente par zone","Urban","Ziguinchor","","2014","262596"
"Population résidente par zone","Urban","Ziguinchor","","2015","273674"
"Population résidente par zone","Urban","Ziguinchor","","2016","284713"
"Population résidente par zone","Urban","Ziguinchor","","2017","296918"
"Population résidente par zone","Urban","Ziguinchor","","2018","309084"
"Population résidente par zone","Rual","SENEGAL","","1968","2927611.08383684"
"Population résidente par zone","Rual","SENEGAL","","1969","3001372.07490863"
"Population résidente par zone","Rual","SENEGAL","","1970","3076519.91370796"
"Population résidente par zone","Rual","SENEGAL","","1971","3127115.48120311"
"Population résidente par zone","Rual","SENEGAL","","1972","3177792.70621722"
"Population résidente par zone","Rual","SENEGAL","","1973","3228500.43209243"
"Population résidente par zone","Rual","SENEGAL","","1974","3279183.8314681"
"Population résidente par zone","Rual","SENEGAL","","1975","3329784.20697841"
"Population résidente par zone","Rual","SENEGAL","","1976","3313959"
"Population résidente par zone","Rual","SENEGAL","","1977","3374168"
"Population résidente par zone","Rual","SENEGAL","","1978","3443255"
"Population résidente par zone","Rual","SENEGAL","","1979","3513613"
"Population résidente par zone","Rual","SENEGAL","","1980","3585260"
"Population résidente par zone","Rual","SENEGAL","","1981","3658214"
"Population résidente par zone","Rual","SENEGAL","","1982","3732494"
"Population résidente par zone","Rual","SENEGAL","","1983","3808119"
"Population résidente par zone","Rual","SENEGAL","","1984","3885107"
"Population résidente par zone","Rual","SENEGAL","","1985","3963476"
"Population résidente par zone","Rual","SENEGAL","","1986","4043244"
"Population résidente par zone","Rual","SENEGAL","","1987","4124430"
"Population résidente par zone","Rual","SENEGAL","","1988","4242865"
"Population résidente par zone","Rual","SENEGAL","","1989","4352225"
"Population résidente par zone","Rual","SENEGAL","","1990","4450559"
"Population résidente par zone","Rual","SENEGAL","","1991","4551089"
"Population résidente par zone","Rual","SENEGAL","","1992","4653864"
"Population résidente par zone","Rual","SENEGAL","","1993","4758934"
"Population résidente par zone","Rual","SENEGAL","","1994","4866348"
"Population résidente par zone","Rual","SENEGAL","","1995","4976159"
"Population résidente par zone","Rual","SENEGAL","","1996","5088419"
"Population résidente par zone","Rual","SENEGAL","","1997","5203181"
"Population résidente par zone","Rual","SENEGAL","","1998","5320502"
"Population résidente par zone","Rual","SENEGAL","","1999","5440436"
"Population résidente par zone","Rual","SENEGAL","","2000","5563042"
"Population résidente par zone","Rual","SENEGAL","","2001","5703492"
